"Saved_Configurations","Saved_All_AUC_Exactly_1","Manual_Mean_AUC_All_Exactly_1","Manual_Pooled_OOF_AUC_All_Exactly_1","Manual_Min_Mean_Fold_AUC","Manual_Max_Mean_Fold_AUC","Manual_Min_Pooled_OOF_AUC","Manual_Max_Pooled_OOF_AUC"
48,TRUE,FALSE,FALSE,0.79045,0.91045,0.820598006644518,0.89890840056953
