"Specificity","Sensitivity","Threshold"
0,1,-Inf
0.229508196721311,0.934782608695652,0.0000000000000578426195829707
0.245901639344262,0.934782608695652,0.00000000000144179113092946
0.262295081967213,0.934782608695652,0.00000000000378236331144421
0.278688524590164,0.934782608695652,0.00000000000699662550118774
0.295081967213115,0.934782608695652,0.0000000000102522434985985
0.295081967213115,0.91304347826087,0.0000000000250478526808706
0.311475409836066,0.91304347826087,0.0000000000391815468958612
0.327868852459016,0.91304347826087,0.0000000000835438385138332
0.344262295081967,0.91304347826087,0.000000000226763274824293
0.360655737704918,0.91304347826087,0.000000000435691371869495
0.360655737704918,0.891304347826087,0.00000000149286571993201
0.377049180327869,0.891304347826087,0.00000000297877361665755
0.39344262295082,0.891304347826087,0.00000000842193126349144
0.409836065573771,0.891304347826087,0.0000000408328517109702
0.426229508196721,0.891304347826087,0.0000000934781477224256
0.442622950819672,0.891304347826087,0.000000149877208033278
0.442622950819672,0.869565217391304,0.000000201248858244796
0.459016393442623,0.869565217391304,0.000000503435353071957
0.459016393442623,0.847826086956522,0.000000813362170004606
0.475409836065574,0.847826086956522,0.000000843280709761363
0.491803278688525,0.847826086956522,0.00000127080520739842
0.508196721311475,0.847826086956522,0.00000322496938803818
0.524590163934426,0.847826086956522,0.00000479486123050599
0.540983606557377,0.847826086956522,0.00000528172765301704
0.540983606557377,0.826086956521739,0.00000593006399968177
0.557377049180328,0.826086956521739,0.00002890916446463
0.557377049180328,0.804347826086957,0.0000529006904665952
0.573770491803279,0.804347826086957,0.0000554164898698417
0.590163934426229,0.804347826086957,0.0000869002051189782
0.60655737704918,0.804347826086957,0.000125358459989788
0.622950819672131,0.804347826086957,0.000133808658417112
0.622950819672131,0.782608695652174,0.000256598889252835
0.622950819672131,0.760869565217391,0.000406569345361874
0.639344262295082,0.760869565217391,0.000585884839361783
0.655737704918033,0.760869565217391,0.000756199430732962
0.672131147540984,0.760869565217391,0.000893634633101603
0.688524590163934,0.760869565217391,0.00107701386463849
0.688524590163934,0.739130434782609,0.00129999305710249
0.688524590163934,0.717391304347826,0.0015867672022446
0.688524590163934,0.695652173913043,0.00195898363766606
0.704918032786885,0.695652173913043,0.00259845434586314
0.721311475409836,0.695652173913043,0.00410783783137092
0.737704918032787,0.695652173913043,0.00950777320398016
0.737704918032787,0.673913043478261,0.0140326422132028
0.754098360655738,0.673913043478261,0.0181007851965322
0.754098360655738,0.652173913043478,0.0242908679324865
0.770491803278688,0.652173913043478,0.0509999339226833
0.786885245901639,0.652173913043478,0.0766478860476845
0.786885245901639,0.630434782608696,0.103932118745278
0.80327868852459,0.630434782608696,0.150897721674946
0.819672131147541,0.630434782608696,0.197217923871925
0.819672131147541,0.608695652173913,0.22388724584719
0.836065573770492,0.608695652173913,0.227766704245707
0.852459016393443,0.608695652173913,0.239086463823907
0.868852459016393,0.608695652173913,0.255441421193039
0.885245901639344,0.608695652173913,0.268062145804245
0.901639344262295,0.608695652173913,0.275090549980465
0.901639344262295,0.58695652173913,0.314819868225576
0.901639344262295,0.565217391304348,0.401339596880576
0.901639344262295,0.543478260869565,0.466867812955831
0.901639344262295,0.521739130434783,0.491993145689139
0.918032786885246,0.521739130434783,0.605839838599306
0.934426229508197,0.521739130434783,0.725689987382736
0.934426229508197,0.5,0.761169168763462
0.950819672131147,0.5,0.834659012330814
0.950819672131147,0.478260869565217,0.898212542331346
0.950819672131147,0.456521739130435,0.917883393589934
0.950819672131147,0.434782608695652,0.948944446413255
0.950819672131147,0.41304347826087,0.975079894129943
0.967213114754098,0.41304347826087,0.983913356556694
0.967213114754098,0.391304347826087,0.989437834152372
0.967213114754098,0.369565217391304,0.994834850303575
0.967213114754098,0.347826086956522,0.999977166040061
0.983606557377049,0.347826086956522,0.999999322342621
0.983606557377049,0.326086956521739,0.99999987509078
0.983606557377049,0.304347826086957,0.999999997864588
0.983606557377049,0.282608695652174,0.999999998596258
0.983606557377049,0.260869565217391,0.999999999599148
1,0.260869565217391,0.999999999956029
1,0.239130434782609,0.999999999999641
1,0,Inf
