"Alpha","Lambda","Evaluation_1","Evaluation_2","Evaluation_3","Evaluation_4","Evaluation_5","Evaluation_6","Evaluation_7","Evaluation_8","Evaluation_9","Evaluation_10","Evaluation_11","Evaluation_12","Evaluation_13","Evaluation_14","Evaluation_15","Evaluation_16","Evaluation_17","Evaluation_18","Evaluation_19","Evaluation_20","Evaluation_21","Evaluation_22","Evaluation_23","Evaluation_24","Evaluation_25","Evaluation_26","Evaluation_27","Evaluation_28","Evaluation_29","Evaluation_30","Evaluation_31","Evaluation_32","Evaluation_33","Evaluation_34","Evaluation_35","Evaluation_36","Evaluation_37","Evaluation_38","Evaluation_39","Evaluation_40","Evaluation_41","Evaluation_42","Evaluation_43","Evaluation_44","Evaluation_45","Evaluation_46","Evaluation_47","Evaluation_48","Evaluation_49","Evaluation_50"
0.4,0.0000494536676189708,0.95,0.65,1,0.8,1,1,1,1,0.95,0.75,0.95,0.85,0.75,0.9,1,1,0.96,0.88,0.9375,0.88,0.65,1,1,0.8,1,1,1,0.92,1,0.9,0.76,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,0.96,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.4,0.0000450603400877207,0.95,0.65,1,0.8,1,1,1,1,0.95,0.75,0.95,0.85,0.75,0.9,1,1,0.92,0.88,0.9375,0.88,0.65,1,1,0.76,1,1,1,0.92,1,0.9,0.76,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,0.96,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.4,0.0000410573036658289,0.95,0.65,1,0.8,1,1,1,1,0.95,0.75,0.95,0.8,0.75,0.9,1,1,0.92,0.88,0.9375,0.88,0.65,1,1,0.76,1,1,1,0.92,1,0.9,0.76,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,0.96,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.4,0.0000374098859668272,0.95,0.65,1,0.84,1,1,1,1,0.95,0.75,0.95,0.8,0.75,0.9,1,1,0.92,0.88,0.9375,0.88,0.65,1,1,0.76,1,1,1,0.92,1,0.9,0.76,0.95,1,0.96,0.9,1,0.9,0.95,0.95,0.8125,0.96,0.95,0.95,1,0.95,0.95,0.8125,1,1,0.72
0.5,0.299279087734617,0.25,0.4,0.875,0.4,1,0.48,0.625,0.55,0.45,0.55,0.55,0.8,0.75,0.45,0.525,0.525,0.4,0.28,0.5,0.76,0.575,0.8,0.875,0.56,0.425,0.45,0.2,0.72,0.6,0.7,0.68,0.65,0.9,0.6,0.55,0.44,0.35,0.35,0.7,0.625,0.36,0.55,0.55,0.5,0.6,0.75,0.9375,0.75,0.64,0.6
0.5,0.272691958428003,0.4,0.45,0.95,0.8,1,0.76,1,0.55,0.45,0.6,0.6,0.5,0.65,0.6,0.95,0.6,0.8,0.28,0.5,0.72,0.75,0.68,0.8125,0.56,0.7,0.45,0.25,0.72,0.65,0.75,0.6,0.65,0.75,0.8,0.7,0.48,0.55,0.45,0.75,0.75,0.36,0.65,0.5,0.8,0.6,0.75,0.9375,0.7,0.88,0.76
0.5,0.24846675641179,0.55,0.55,1,0.92,1,0.76,1,0.6,0.6,0.65,0.65,0.7,0.6,0.6,0.95,0.6,0.84,0.52,0.6875,0.72,0.95,0.68,0.875,0.76,0.95,0.5,0.5,0.88,0.75,0.75,0.6,0.65,0.65,0.8,0.8,0.52,0.7,0.65,0.8,0.875,0.36,0.7,0.7,0.7,0.8,0.6,0.9375,0.7,0.84,0.76
0.5,0.226393654575242,0.65,0.55,1,0.92,1,0.72,1,0.55,0.65,0.75,0.65,0.8,0.6,0.65,0.95,0.6,0.84,0.72,0.75,0.76,0.95,0.92,0.875,0.76,1,0.5,0.6,0.88,0.85,0.8,0.6,0.65,0.85,0.92,0.8,0.56,0.8,0.65,0.85,0.875,0.48,0.7,0.9,0.75,1,0.65,0.9375,0.75,0.84,0.72
0.5,0.206281466269836,0.7,0.55,0.95,0.92,1,0.72,0.95,0.6,0.65,0.75,0.7,0.8,0.6,0.75,1,0.6,0.84,0.68,0.75,0.76,1,0.88,0.75,0.72,1,0.6,0.65,0.92,1,0.85,0.68,0.65,0.85,0.92,0.8,0.6,0.85,0.7,0.85,0.9375,0.56,0.7,0.9,0.75,1,0.65,0.9375,0.75,0.88,0.72
0.5,0.187955989341968,0.7,0.6,1,0.92,0.95,0.72,0.95,0.65,0.7,0.7,0.75,0.9,0.65,0.75,1,0.6,0.88,0.92,0.75,0.8,1,0.88,0.6875,0.76,1,0.7,0.7,0.88,1,0.85,0.76,0.65,0.85,0.88,0.85,0.64,0.85,0.75,0.85,0.9375,0.68,0.7,0.9,0.8,1,0.7,0.875,0.75,0.88,0.76
0.5,0.171258497277241,0.75,0.6,1,0.92,0.95,0.72,0.95,0.65,0.7,0.8,0.8,0.9,0.7,0.85,1,0.55,0.96,0.88,0.75,0.8,1,0.88,0.875,0.76,1,0.7,0.7,0.88,1,0.85,0.8,0.65,0.9,0.88,0.9,0.64,0.85,0.75,0.85,0.9375,0.72,0.7,1,0.85,1,0.7,0.875,0.75,0.88,0.88
0.5,0.156044364387328,0.75,0.65,1,0.92,0.95,0.84,1,0.65,0.7,0.85,0.8,0.9,0.75,0.85,1,0.6,0.92,0.88,0.75,0.8,1,0.96,0.9375,0.8,1,0.8,0.7,0.88,1,0.85,0.8,0.7,0.9,0.92,0.95,0.68,0.85,0.75,0.85,0.9375,0.72,0.7,1,0.85,1,0.7,0.8125,0.7,0.88,0.88
0.5,0.142181813131448,0.75,0.65,1,0.92,0.95,0.84,1,0.65,0.7,0.85,0.8,0.9,0.85,0.9,1,0.7,0.92,0.88,0.75,0.8,1,1,0.9375,0.8,1,0.8,0.8,0.88,0.95,0.85,0.84,0.75,0.85,0.92,0.95,0.68,0.85,0.75,0.9,0.9375,0.76,0.7,1,0.85,1,0.7,0.8125,0.8,0.88,0.88
0.5,0.129550772722347,0.75,0.65,1,0.92,0.95,0.84,1,0.65,0.7,0.9,0.85,0.9,0.85,0.9,1,0.7,0.92,0.88,0.75,0.8,1,1,0.9375,0.8,1,0.8,0.8,0.88,0.95,0.85,0.84,0.75,0.85,0.92,0.95,0.68,0.85,0.8,0.9,0.9375,0.76,0.65,1,0.85,1,0.7,0.8125,0.85,0.88,0.88
0.5,0.118041839130585,0.75,0.65,1,0.92,0.95,0.84,1,0.65,0.7,0.9,0.85,0.9,0.85,0.95,1,0.7,0.92,0.88,0.75,0.84,1,1,0.9375,0.8,1,0.8,0.85,0.88,0.95,0.85,0.88,0.75,0.85,0.92,0.95,0.68,0.85,0.8,0.9,0.9375,0.8,0.65,1,0.9,1,0.7,0.8125,0.9,0.88,0.88
0.5,0.107555327479165,0.8,0.7,1,0.92,0.95,0.92,1,0.65,0.7,0.9,0.85,0.9,0.85,0.95,1,0.75,0.92,0.92,0.8125,0.84,1,1,0.9375,0.8,1,0.8,0.85,0.88,1,0.85,0.88,0.75,0.9,0.92,0.95,0.68,0.85,0.8,0.9,0.9375,0.8,0.65,1,0.95,1,0.7,0.8125,0.9,0.88,0.84
0.5,0.0980004086208202,0.8,0.7,1,0.92,0.95,0.92,1,0.65,0.7,0.9,0.85,0.9,0.85,0.95,1,0.75,0.92,0.92,0.8125,0.84,1,1,0.9375,0.8,1,0.8,0.85,0.84,1,0.85,0.84,0.75,0.9,0.92,1,0.68,0.85,0.8,0.9,0.9375,0.8,0.65,1,1,1,0.7,0.8125,0.9,0.88,0.84
0.5,0.0892943224193907,0.8,0.7,1,0.92,0.9,0.96,1,0.65,0.7,0.9,0.85,0.9,0.85,0.95,1,0.8,0.88,0.96,0.8125,0.84,1,1,1,0.8,0.95,0.8,0.9,0.8,0.95,0.85,0.84,0.75,0.9,0.92,1,0.68,0.85,0.8,0.9,0.875,0.8,0.65,1,1,1,0.7,0.8125,0.9,0.92,0.88
0.5,0.0813616609211171,0.8,0.7,1,0.92,0.9,0.96,1,0.75,0.75,0.95,0.9,0.9,0.85,0.95,1,0.8,0.88,0.96,0.8125,0.84,1,1,1,0.84,0.95,0.8,0.9,0.8,0.95,0.85,0.84,0.8,0.9,0.96,1,0.68,0.85,0.8,0.9,0.875,0.8,0.65,1,1,1,0.7,0.75,0.9,0.92,0.88
0.5,0.074133715207019,0.85,0.7,1,0.92,0.9,0.96,1,0.8,0.75,0.95,0.95,0.9,0.85,0.95,1,0.8,0.84,0.96,0.8125,0.84,1,1,1,0.84,0.95,0.85,0.9,0.8,0.95,0.85,0.84,0.85,0.9,0.96,1,0.72,0.85,0.8,0.9,0.875,0.88,0.65,1,1,1,0.75,0.75,1,0.92,0.88
0.5,0.0675478802691082,0.85,0.7,1,0.92,0.95,0.96,1,0.8,0.75,0.95,0.95,0.9,0.85,0.95,1,0.85,0.84,0.96,0.8125,0.84,0.95,1,1,0.84,0.95,0.85,0.9,0.8,0.95,0.85,0.8,0.85,0.9,0.96,1,0.72,0.85,0.8,0.9,0.875,0.88,0.6,1,1,1,0.75,0.75,1,0.92,0.84
0.5,0.0615471127557597,0.85,0.7,1,0.92,0.9,0.96,1,0.8,0.8,0.95,0.95,0.9,0.85,0.95,1,0.85,0.84,0.96,0.8125,0.84,0.9,1,1,0.84,0.95,0.85,0.9,0.8,0.95,0.85,0.8,0.85,0.9,0.96,1,0.72,0.85,0.8,0.9,0.875,0.88,0.6,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.0560794368894888,0.85,0.7,1,0.92,0.85,0.96,1,0.8,0.8,0.95,0.95,0.95,0.85,0.95,1,0.85,0.84,0.96,0.8125,0.84,0.9,1,1,0.84,0.95,0.85,0.9,0.8,0.95,0.85,0.8,0.85,0.9,0.96,1,0.76,0.85,0.8,0.9,0.875,0.88,0.6,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.0510974942776312,0.85,0.7,1,0.92,0.85,0.96,1,0.8,0.8,0.95,0.95,0.95,0.85,0.95,1,0.85,0.84,0.96,0.8125,0.84,0.9,1,1,0.84,0.95,0.9,0.9,0.84,0.95,0.85,0.8,0.9,0.9,0.96,1,0.76,0.85,0.85,0.9,0.875,0.88,0.6,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.0465581337166019,0.9,0.7,1,0.92,0.85,0.96,1,0.8,0.8,0.95,0.95,0.95,0.85,0.95,1,0.9,0.84,0.96,0.8125,0.84,0.85,1,1,0.84,0.95,0.9,0.9,0.84,0.95,0.85,0.8,0.9,0.9,0.96,1,0.76,0.85,0.9,0.9,0.875,0.88,0.6,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.0424220374368125,0.9,0.7,1,0.92,0.85,0.96,1,0.8,0.8,0.9,0.95,0.95,0.85,0.95,1,0.9,0.84,0.96,0.8125,0.88,0.85,1,1,0.84,0.95,0.9,0.9,0.84,0.95,0.85,0.84,0.9,0.9,0.96,1,0.76,0.85,0.9,0.9,0.875,0.92,0.65,1,1,1,0.8,0.75,1,0.96,0.84
0.5,0.0386533805509605,0.9,0.7,1,0.92,0.85,0.96,1,0.85,0.8,0.8,1,0.95,0.85,0.95,1,0.9,0.84,0.96,0.8125,0.88,0.85,1,1,0.84,0.95,0.9,0.9,0.84,0.95,0.85,0.84,0.9,0.9,0.96,1,0.76,0.85,0.9,0.9,0.875,0.92,0.65,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.035219520755994,0.9,0.7,1,0.92,0.9,0.96,1,0.85,0.8,0.8,1,0.95,0.9,0.95,1,0.9,0.84,0.96,0.8125,0.88,0.85,1,1,0.84,1,0.9,0.9,0.84,0.95,0.85,0.84,0.9,0.9,0.96,1,0.76,0.85,0.9,0.9,0.875,0.92,0.65,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.0320907156010982,0.9,0.7,1,0.92,0.9,0.96,1,0.9,0.8,0.8,1,0.95,0.9,0.95,1,0.9,0.84,0.96,0.875,0.88,0.85,1,1,0.84,1,0.9,0.9,0.8,0.95,0.85,0.84,0.9,0.9,0.96,1,0.76,0.85,0.9,0.9,0.9375,0.92,0.65,1,1,1,0.8,0.75,1,0.92,0.84
0.5,0.029239864872815,0.9,0.7,1,0.92,0.9,0.96,1,0.95,0.8,0.8,1,0.95,0.9,0.95,1,0.9,0.84,0.96,0.875,0.88,0.85,1,1,0.84,1,0.95,0.95,0.8,0.95,0.85,0.84,0.95,0.9,0.96,1,0.8,0.8,0.9,0.9,0.9375,0.92,0.65,1,1,1,0.85,0.8125,1,0.92,0.84
0.5,0.0266422758659586,0.9,0.7,1,0.92,0.9,1,1,1,0.8,0.8,1,0.95,0.9,0.9,1,0.95,0.84,0.96,0.875,0.88,0.85,1,1,0.84,1,0.95,0.95,0.8,0.95,0.85,0.84,0.95,0.95,0.96,1,0.8,0.8,0.9,0.9,0.9375,0.92,0.65,1,1,1,0.85,0.8125,1,0.92,0.84
0.5,0.024275449507216,0.9,0.7,1,0.92,0.9,1,1,1,0.8,0.8,1,0.95,0.9,0.9,1,0.95,0.92,0.96,0.875,0.88,0.85,1,1,0.84,1,0.95,0.95,0.8,0.95,0.85,0.84,0.95,0.95,0.96,1,0.84,0.8,0.9,0.9,0.9375,0.96,0.65,1,1,1,0.85,0.8125,1,0.92,0.84
0.5,0.0221188854789373,0.9,0.7,1,0.92,0.9,1,1,1,0.8,0.8,1,0.95,0.9,0.9,1,0.95,0.92,0.96,0.875,0.88,0.85,1,1,0.84,1,0.95,1,0.8,0.95,0.85,0.84,0.95,1,0.96,1,0.84,0.8,0.9,0.9,0.9375,0.96,0.65,1,1,1,0.85,0.8125,1,0.92,0.84
0.5,0.0201539046551914,0.95,0.7,1,0.88,0.9,1,1,1,0.8,0.8,1,0.95,0.9,0.9,1,0.95,0.92,0.96,0.875,0.88,0.85,1,1,0.84,1,1,1,0.76,0.95,0.85,0.84,0.95,1,0.96,1,0.84,0.8,0.9,0.9,0.9375,0.96,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.018363487312113,0.95,0.7,1,0.88,0.9,1,1,1,0.85,0.8,1,0.95,0.9,0.95,1,0.95,0.92,0.96,0.875,0.88,0.85,1,1,0.84,1,1,1,0.76,0.95,0.85,0.84,0.95,1,0.96,1,0.84,0.8,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0167321257111967,0.95,0.7,1,0.88,0.9,1,1,1,0.85,0.8,1,0.95,0.9,0.95,1,1,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,0.95,0.85,0.84,0.95,1,0.96,1,0.88,0.85,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0152456897786848,0.95,0.7,1,0.92,0.9,1,1,1,0.85,0.8,1,0.95,0.9,0.95,1,1,0.92,0.96,0.9375,0.88,0.85,1,1,0.88,1,1,1,0.76,0.95,0.85,0.84,0.95,1,0.96,1,0.88,0.85,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0138913047176282,0.95,0.7,1,0.92,0.95,1,1,1,0.85,0.8,1,0.95,0.9,0.95,1,1,0.92,0.96,0.9375,0.88,0.85,1,1,0.84,1,1,1,0.76,0.95,0.8,0.84,0.95,1,0.96,1,0.88,0.85,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0126572394925542,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.92,0.92,0.9375,0.88,0.85,1,1,0.84,1,1,1,0.76,0.95,0.8,0.84,0.95,1,0.96,1,0.88,0.85,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0115328052208495,0.95,0.7,1,0.92,0.95,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.92,0.92,0.9375,0.88,0.85,1,1,0.84,1,1,1,0.76,0.95,0.8,0.84,0.95,1,0.96,1,0.92,0.9,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.0105082625907723,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.92,0.92,0.9375,0.88,0.85,1,1,0.84,1,1,1,0.8,1,0.8,0.84,0.95,1,0.96,1,1,0.9,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.00957473750419342,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.92,0.92,0.9375,0.88,0.85,1,1,0.84,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,1,0.9,0.9,0.95,0.9375,1,0.6,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.00872414421340322,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,1,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.8,1,0.85,0.84,0.95,1,0.96,1,1,0.9,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.00794911528623347,0.95,0.7,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.85,0.95,1,1,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,1,0.9,0.9,0.95,0.9375,1,0.65,1,1,1,0.9,0.8125,1,0.92,0.84
0.5,0.00724293779288426,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.95,1,1,0.92,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.84,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.95,0.9375,1,0.65,1,1,1,0.95,0.8125,1,0.92,0.84
0.5,0.00659949516173746,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.95,1,1,0.96,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.65,1,1,1,0.95,0.8125,1,0.92,0.84
0.5,0.00601321420053954,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.95,1,1,0.96,0.92,0.9375,0.88,0.8,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00547901682407641,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.95,1,1,0.96,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00499227607022859,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.9,1,1,0.92,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00454877602343889,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.9,1,1,0.92,0.92,0.9375,0.92,0.8,1,1,0.88,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.7,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00414467529846863,0.95,0.7,1,0.92,1,1,1,1,0.95,0.8,1,0.95,0.85,0.9,1,1,0.92,0.92,0.9375,0.92,0.8,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.75,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00377647376815647,0.95,0.7,1,0.96,1,1,1,1,0.95,0.8,1,0.95,0.85,0.9,1,1,0.92,0.92,0.9375,0.92,0.75,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.75,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00344098224699129,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.92,0.9375,0.92,0.75,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.9,0.9,0.9375,1,0.75,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00313529486791306,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,1,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.95,0.9,0.9375,1,0.75,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00285676391308241,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.95,0.9,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00260297688061544,0.95,0.7,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.92,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.84,0.95,1,0.96,1,1,0.95,0.95,0.9,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00237173558864646,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.95,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.0021610371357283,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.96,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00196905655265812,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.85,1,1,0.96,0.88,0.9375,0.92,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00179413099546724,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.88,0.9375,0.92,0.75,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00163474534266216,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,0.96,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00148951907196701,0.95,0.65,1,0.96,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,1,0.95,0.9,0.95,0.9375,1,0.85,1,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00135719430290005,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.9,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,1,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00123662490161465,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,1,1,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00112676655363625,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00102666771850995,0.95,0.65,1,0.92,1,1,1,1,0.9,0.8,1,0.95,0.9,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.000935461388012331,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.875,1,0.85,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.000852357576540937,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.000776636478636959,0.95,0.65,1,0.92,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.8
0.5,0.00070764223437468,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.95,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.88,1,0.85,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.5,0.000644777248616556,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.9,0.85,0.95,1,1,0.96,0.88,0.9375,0.92,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.5,0.000587497014930023,0.95,0.65,1,0.88,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.92,0.76
0.5,0.000535305399333263,0.95,0.65,1,0.84,1,1,1,1,0.9,0.75,1,0.85,0.8,0.95,1,1,0.96,0.88,0.9375,0.88,0.7,1,1,0.84,0.95,1,1,0.92,1,0.9,0.8,0.95,1,0.96,0.95,1,0.95,0.9,0.95,0.8125,1,0.9,0.95,1,1,0.95,0.8125,1,0.96,0.72
